"";"is_paid";"num_subscribers";"rating";"num_published_lectures";"discount_price__amount";"price_detail__amount"
"3540";TRUE;237;4,54769;9;455;3200
"3541";TRUE;241;4,69742;33;0;1920
"3542";TRUE;1905;3,66702;9;455;1280
"3543";TRUE;1188;4,56194;23;455;5120
"3544";TRUE;757;3,69729;24;455;6400
"3545";TRUE;142;4,04371;22;455;1280
"3546";TRUE;1108;4,88821;92;455;8640
"3547";TRUE;1366;4,58407;55;455;6080
"3548";TRUE;258;3,63787;9;455;3200
"3549";TRUE;981;4,17334;22;455;2560
"3550";TRUE;158;4,27764;11;455;3200
"3551";TRUE;1251;3,87047;44;455;4800
"3553";TRUE;425;4,62924;22;455;8640
"3555";TRUE;1742;4,08213;6;455;6400
"3556";TRUE;3027;4,57453;39;455;1280
"3557";TRUE;976;4,57155;57;455;2560
"3558";TRUE;7657;3,83529;37;455;2560
"3559";TRUE;187;4,4074;16;455;2560
"3560";TRUE;1933;3,62133;33;455;8640
"3561";TRUE;8677;4,65699;48;455;6080
"3562";TRUE;135;4,10962;20;455;5120
"3563";TRUE;1247;4,78548;11;455;2240
"3564";TRUE;676;4,20328;26;455;8640
"3565";TRUE;805;4,60019;10;455;6400
"3566";TRUE;2279;4,39353;11;455;6400
"3568";TRUE;6397;2,82118;23;455;1280
"3569";TRUE;2253;4,46304;37;455;8000
"3570";TRUE;1032;4,4615;23;455;1280
"3571";TRUE;157;4,33943;23;455;1600
"3572";TRUE;1029;3,65215;19;455;2560
"3573";TRUE;4602;4,76415;23;455;8000
"3574";TRUE;6098;2,58015;10;455;8640
"3575";TRUE;254;3,94612;7;455;8640
"3576";TRUE;383;4,71005;377;455;2240
"3577";TRUE;7103;3,21851;36;455;6080
"3578";TRUE;393;4,19375;13;455;3200
"3579";TRUE;1740;4,38765;13;455;1280
"3580";TRUE;265;4,01139;25;455;8640
"3581";TRUE;358;3,37928;8;455;3200
"3582";TRUE;1161;4,08613;17;455;8640
"3583";TRUE;2577;3,81872;14;455;2240
"3584";TRUE;204;3,70102;20;455;1280
"3585";TRUE;338;4,7399;5;455;8640
"3586";TRUE;12260;4,52432;62;455;3200
"3587";TRUE;2028;4,02204;20;455;1280
"3588";TRUE;2400;3,84729;23;455;6400
"3589";TRUE;3309;4,11025;48;455;1280
"3590";TRUE;415;4,07774;15;455;6400
"3591";TRUE;402;4,23407;166;455;8640
"3592";TRUE;1127;4,71314;52;455;4800
"3593";TRUE;292;4,52552;64;455;8640
"3594";TRUE;639;3,53368;44;455;1600
"3595";TRUE;1013;3,67033;6;455;1600
"3596";TRUE;388;4,62944;12;455;3200
"3597";TRUE;5727;3,83473;211;455;8640
"3598";TRUE;139;3,3451;34;455;2560
"3599";TRUE;867;3,95883;10;455;1280
"3600";TRUE;316;4,01729;27;2880;8640
"3601";TRUE;471;3,40916;48;455;3200
"3602";TRUE;12346;4,60998;23;455;8640
"3603";TRUE;254;4,14111;11;455;2240
"3604";TRUE;570;3,93836;43;455;1600
"3605";TRUE;304;3,95504;17;455;3200
"3606";TRUE;124;4,19031;10;455;1280
"3607";TRUE;264;3,37725;40;455;8640
"3608";TRUE;7779;3,77691;12;455;1280
"3609";TRUE;2245;4,31918;18;520;9600
"3610";TRUE;204;3,78087;316;455;8640
"3613";TRUE;3110;4,32406;31;0;1280
"3614";TRUE;1322;4,76018;39;468;8640
"3615";TRUE;1929;4,38899;23;455;1920
"3616";TRUE;173;3,98388;65;455;8640
"3617";TRUE;150;4,24476;13;455;1280
"3618";TRUE;1328;4,46418;23;455;8640
"3619";TRUE;4380;4,54167;20;455;4160
"3620";TRUE;5707;2,67416;18;455;1280
"3621";TRUE;199;4,00616;12;0;1280
"3622";TRUE;8096;4,24913;59;455;6400
"3623";TRUE;367;4,9817;62;1600;6400
"3624";TRUE;625;3,81492;32;455;1280
"3625";TRUE;1239;3,12031;20;455;1280
"3626";TRUE;635;3,91905;6;455;1600
"3627";TRUE;3462;4,23195;67;455;8640
"3628";TRUE;3340;4,30874;21;455;5440
"3629";TRUE;272;3,6777;9;455;6400
"3630";TRUE;178;3,75841;13;455;8640
"3632";TRUE;2055;4,00861;6;455;1600
"3633";TRUE;6358;4,35464;9;0;1280
"3634";TRUE;2714;3,57725;82;455;8640
"3637";TRUE;246;4,31701;12;455;1920
"3638";TRUE;3899;4,45672;25;455;3200
"3639";TRUE;206;3,75505;13;455;6400
"3640";TRUE;624;4,34041;15;0;1280
"3642";TRUE;513;3,85174;31;455;3200
"3643";TRUE;11970;3,61229;36;455;7680
"3644";TRUE;177;4,59674;62;455;1920
"3645";TRUE;3793;4,02656;6;455;1600
"3646";TRUE;12630;3,15486;0;455;1280
"3648";TRUE;1720;4,15175;15;455;8640
"3649";TRUE;5826;4,15207;33;455;1280
"3650";TRUE;233;4,05169;37;0;12800
"3651";TRUE;13959;2,88069;33;455;6400
"3652";TRUE;314;4,18526;38;700;6400
"3653";TRUE;2506;4,35612;33;455;8640
"3655";TRUE;2192;4,28797;36;455;1600
"3656";TRUE;12856;3,78798;12;455;8640
"3657";TRUE;273;4,47845;47;455;8000
"3658";TRUE;352;4,06579;20;455;3840
"3659";TRUE;301;3,97047;9;455;3200
"3660";TRUE;701;4,28602;70;455;6080
"3661";TRUE;3339;4,43575;37;455;1280
"3662";TRUE;1145;3,94365;58;455;8640
"3663";TRUE;382;4,26162;11;455;4160
"3664";TRUE;807;3,31394;27;455;3520
"3665";TRUE;148;4,35974;77;800;3200
"3666";TRUE;2819;4,73625;11;455;1280
"3667";TRUE;894;4,6366;37;455;1280
"3668";TRUE;163;3,85733;16;455;2240
"3669";TRUE;139;4,80458;7;455;2240
"3670";TRUE;10189;4,16738;21;455;6080
"3671";TRUE;1071;4,43364;19;455;2240
"3672";TRUE;499;4,94125;17;455;6080
"3675";TRUE;1959;4,14682;8;455;1280
"3676";TRUE;9006;4,34907;23;455;8640
"3677";TRUE;4172;4,62384;23;455;8640
"3679";TRUE;712;3,76048;22;455;2560
"3680";TRUE;1395;4,39734;9;455;1280
"3681";TRUE;728;3,97967;50;455;1600
"3683";TRUE;267;3,46099;62;455;8640
"3684";TRUE;846;4,0974;30;455;8640
"3685";TRUE;279;4,25851;15;455;4800
"3686";TRUE;2756;4,60469;50;455;6400
"3687";TRUE;7153;3,18744;27;455;6400
"3688";TRUE;2229;4,12324;7;455;1920
"3689";TRUE;4453;4,26577;18;455;4800
"3690";TRUE;134;4,21405;38;1600;6400
"3691";TRUE;1050;4,24711;25;455;4160
"3692";TRUE;1481;3,19813;12;455;1280
"3693";TRUE;301;4,54553;72;455;8640
"3694";TRUE;2379;2,65063;49;455;1280
"3695";TRUE;4561;4,26528;34;455;8640
"3696";TRUE;2066;4,35765;41;455;8640
"3697";TRUE;3911;3,75776;6;455;8640
"3698";TRUE;2943;3,35636;9;455;1280
"3699";TRUE;8994;4,3145;23;455;6400
"3701";TRUE;2660;4,38968;24;455;8640
"3702";TRUE;1515;4,33375;12;455;1280
"3703";TRUE;154;3,58127;14;455;6400
"3704";TRUE;8856;4,26253;34;455;6400
"3705";TRUE;179;4,54432;25;1280;5120
"3706";TRUE;13659;3,92583;24;455;8640
"3707";TRUE;11104;4,19321;30;455;8640
"3708";TRUE;5630;3,56832;31;455;1280
"3709";TRUE;2515;3,88628;6;455;1280
"3711";TRUE;5653;3,69747;5;455;2240
"3712";TRUE;5314;4,17253;10;455;1600
"3713";TRUE;1009;4,08929;17;455;1600
"3714";TRUE;3124;4,40987;5;455;2880
"3715";TRUE;253;4,5206;29;455;3200
"3716";TRUE;256;4,62257;17;455;3200
"3717";TRUE;5973;4,32609;58;455;3200
"3718";TRUE;3154;4,08735;10;455;1280
"3719";TRUE;207;4,64334;6;455;6400
"3720";TRUE;3172;3,04503;53;455;2560
"3721";TRUE;131;4,17614;39;455;2560
"3723";TRUE;452;4,1746;33;455;6400
"3724";TRUE;375;4,4685;52;455;6080
"3725";TRUE;1391;4,29687;27;455;8640
"3726";TRUE;256;4,54555;44;3200;8640
"3727";TRUE;436;3,41833;6;455;1600
"3728";TRUE;3602;3,13043;19;455;1280
"3729";TRUE;1269;4,3218;16;455;8640
"3730";TRUE;5537;4,67344;10;455;8640
"3731";TRUE;3675;4,00975;49;455;8640
"3732";TRUE;6886;4,47965;25;455;1600
"3733";TRUE;1575;4,12383;21;455;7360
"3734";TRUE;315;4,24982;40;462;2240
"3735";TRUE;449;4,69244;15;0;3200
"3736";TRUE;1012;4,59632;12;455;1280
"3737";TRUE;8727;4,32978;22;455;8640
"3738";TRUE;1298;4,34465;33;455;6400
"3739";TRUE;203;4,26405;11;455;3200
"3740";TRUE;279;3,96166;14;455;8640
"3741";TRUE;1019;4,31869;21;455;3840
"3742";TRUE;653;4,34448;157;455;8640
"3743";TRUE;337;4,74318;6;455;1280
"3744";TRUE;314;4,67915;20;455;8640
"3745";TRUE;1520;4,3373;194;455;8640
"3747";TRUE;5524;4,06984;17;455;1280
"3748";TRUE;1919;4,311;35;455;8640
"3749";TRUE;7955;3,85052;36;455;8640
"3750";TRUE;907;4,40906;37;455;8640
"3751";TRUE;2553;3,50768;18;455;1280
"3752";TRUE;3153;3,85131;28;455;8640
"3753";TRUE;6406;3,97837;27;455;3200
"3754";TRUE;1198;4,58408;73;455;4800
"3755";TRUE;2011;4,18971;46;455;8640
"3756";TRUE;2481;4,01325;55;455;1280
"3757";TRUE;271;3,73831;13;455;1600
"3758";TRUE;8255;4,46266;40;455;8640
"3759";TRUE;3764;4,27386;26;455;4160
"3760";TRUE;245;4,8681;23;0;12800
"3761";TRUE;307;4,14531;17;455;6400
"3762";TRUE;357;3,79179;23;0;1600
"3763";TRUE;125;3,62945;10;455;2240
"3765";TRUE;3362;4,25327;27;455;1920
"3766";TRUE;4334;4,02004;18;455;8000
"3768";TRUE;378;4,83617;17;455;3200
"3769";TRUE;2300;4,76447;20;455;1280
"3770";TRUE;176;3,95192;14;455;6400
"3771";TRUE;3031;4,65591;22;455;1920
"3772";TRUE;5799;3,47668;24;455;1920
"3773";TRUE;236;4,47415;22;455;1600
"3774";TRUE;321;3,70453;77;474;8960
"3775";TRUE;84;4,08571;53;0;10240
"3776";TRUE;6819;2,20009;7;455;8640
"3777";TRUE;1321;4,36046;36;468;3840
"3778";TRUE;188;4,0582;42;455;3200
"3779";TRUE;1304;4,45968;28;455;6400
"3780";TRUE;281;3,80486;42;455;6400
"3781";TRUE;4398;3,84504;26;455;8000
"3782";TRUE;204;3,95413;25;455;8640
"3783";TRUE;211;4,70658;151;3200;8640
"3784";TRUE;3989;4,0446;90;455;1280
"3785";TRUE;298;4,16191;108;455;1280
"3786";TRUE;252;3,77549;38;455;3200
"3787";TRUE;3722;4,05185;19;455;1920
"3788";TRUE;394;4,23961;28;455;8640
"3789";TRUE;157;4,86379;26;455;4480
"3790";TRUE;5803;3,88266;77;455;1280
"3792";TRUE;6049;4,2555;22;455;6400
"3793";TRUE;4556;4,25634;27;455;3200
"3795";TRUE;5858;4,28635;14;455;1600
"3796";TRUE;184;4,4993;28;0;1280
"3799";TRUE;4678;4,20274;22;455;8000
"3800";TRUE;1299;4,29246;16;455;8640
"3801";TRUE;157;4,47925;44;455;6400
"3802";TRUE;4264;2,72754;34;455;8640
"3803";TRUE;219;3,62753;10;455;3200
"3804";TRUE;850;4,34263;9;455;2240
"3805";TRUE;235;3,41518;7;455;1280
"3806";TRUE;1768;2,99099;17;455;8640
"3807";TRUE;681;3,8387;24;455;3200
"3808";TRUE;662;4,14882;24;455;3200
"3809";TRUE;235;4,34199;19;455;1920
"3810";TRUE;5264;3,885;13;455;8640
"3811";TRUE;1132;4,33932;17;455;6080
"3812";TRUE;1665;4,27569;33;455;8640
"3813";TRUE;1128;4,18855;22;455;8640
"3814";TRUE;1472;4,30877;40;0;3200
"3815";TRUE;508;4,92356;33;455;6080
"3816";TRUE;15191;4,10852;43;455;3520
"3820";TRUE;9460;4,50917;46;455;6080
"3822";TRUE;899;3,77768;24;455;4160
"3823";TRUE;1400;4,62447;59;0;3200
"3824";TRUE;3549;3,52393;125;462;8640
"3825";TRUE;321;3,92289;11;455;8640
"3826";TRUE;1607;3,52195;23;455;8640
"3828";TRUE;756;4,17857;22;455;8640
"3829";TRUE;336;3,99588;24;455;3520
"3831";TRUE;413;4,68299;39;0;1280
"3832";TRUE;5100;3,70335;9;455;5120
"3833";TRUE;666;4,01176;24;455;2880
"3834";TRUE;1855;4,26753;17;455;6080
"3835";TRUE;303;3,61997;8;455;2560
"3836";TRUE;808;3,82293;8;455;7680
"3837";TRUE;4179;4,18152;10;455;8640
"3838";TRUE;1645;4,33844;86;455;7360
"3839";TRUE;197;4,00355;15;455;3200
"3840";TRUE;2014;4,06831;51;455;6080
"3841";TRUE;1897;4,27709;53;455;3200
"3842";TRUE;1036;4,09952;106;520;9600
"3844";TRUE;516;4,20626;10;455;2560
"3845";TRUE;154;4,32411;45;455;8640
"3847";TRUE;220;4,17599;29;455;1920
"3848";TRUE;3495;4,21311;19;455;6080
"3849";TRUE;4475;3,07121;65;455;1280
"3851";TRUE;7079;3,23602;19;455;2880
"3853";TRUE;390;3,73216;39;455;1280
"3854";TRUE;187;3,559;6;455;1280
"3855";TRUE;2477;3,59375;11;455;1280
"3856";TRUE;6085;4,07512;16;455;8640
"3857";TRUE;1162;4,36531;65;455;6720
"3858";TRUE;206;4,28843;22;455;2880
"3859";TRUE;393;3,68998;36;455;8000
"3860";TRUE;2067;4,17464;5;455;1280
"3861";TRUE;134;4,57331;24;455;5120
"3862";TRUE;1908;4,19248;27;455;6400
"3863";TRUE;2141;4,09327;6;468;1280
"3864";TRUE;295;3,60453;18;455;1920
"3865";TRUE;1222;4,49792;15;455;6400
"3866";TRUE;1821;4,0677;69;455;6400
"3867";TRUE;2250;4,45293;15;455;8640
"3869";TRUE;1643;4,20894;24;455;8640
"3871";TRUE;929;3,71586;18;455;3200
"3872";TRUE;406;3,28712;48;468;2560
"3873";TRUE;7442;3,90809;0;455;1280
"3874";TRUE;205;4,43793;18;455;2880
"3875";TRUE;157;4,52607;20;3200;8640
"3876";TRUE;809;3,08854;36;455;6080
"3877";TRUE;7189;4,5761;78;455;8640
"3878";TRUE;170;4,74816;47;455;8640
"3879";TRUE;1965;3,95533;27;455;8640
"3880";TRUE;3695;4,05674;17;455;1600
"3881";TRUE;4176;3,13479;18;455;1280
"3882";TRUE;4221;3,08164;16;455;8640
"3883";TRUE;210;3,69653;21;455;1920
"3884";TRUE;1217;4,17971;26;455;8640
"3885";TRUE;337;4,01348;0;455;1920
"3886";TRUE;310;3,9782;0;455;3520
"3887";TRUE;492;3,89058;18;455;2240
"3888";TRUE;6228;4,31092;18;455;2240
"3889";TRUE;228;3,67785;13;455;1600
"3890";TRUE;896;4,35817;15;0;1920
"3891";TRUE;272;4,3803;62;455;8000
"3892";TRUE;531;4,2762;9;455;5120
"3893";TRUE;248;4,44199;13;455;1280
"3894";TRUE;8383;4,08757;14;455;1280
"3895";TRUE;434;4,64196;5;455;4160
"3896";TRUE;6924;4,49747;72;455;6400
"3897";TRUE;1609;4,28294;43;455;6400
"3898";TRUE;174;3,96325;26;455;2240
"3899";TRUE;4741;4,09532;57;455;8640
"3900";TRUE;3059;4,13244;23;455;8640
"3901";TRUE;198;3,9485;30;455;2560
"3903";TRUE;7583;3,53044;26;455;2880
"3904";TRUE;374;4,89616;38;455;8640
"3905";TRUE;1466;4,53785;37;455;6400
"3907";TRUE;190;4,01931;10;455;3200
"3908";TRUE;1924;4,00744;35;455;1280
"3910";TRUE;128;4,1865;22;0;1920
"3911";TRUE;6581;4,3583;36;455;1280
"3912";TRUE;268;4,45892;12;455;1600
"3913";TRUE;233;4,0159;17;455;1280
"3914";TRUE;340;4,13664;23;468;3840
"3915";TRUE;3692;3,27587;10;455;4480
"3916";TRUE;901;4,38675;46;455;8640
"3917";TRUE;1132;3,84187;19;455;2560
"3918";TRUE;10188;3,41703;51;455;8640
"3919";TRUE;350;3,95128;32;455;6400
"3920";TRUE;2263;4,25779;36;455;8640
"3922";TRUE;2537;3,86087;52;455;1280
"3924";TRUE;274;4,1969;0;455;1280
"3925";TRUE;204;4,38741;7;455;7040
"3926";TRUE;1328;4,08553;14;455;3200
"3927";TRUE;644;4,09819;22;455;2240
"3928";TRUE;211;4,2439;32;455;8640
"3929";TRUE;1031;4,19258;23;455;6400
"3930";TRUE;2150;3,95722;11;455;1600
"3931";TRUE;244;4,40465;46;455;8640
"3932";TRUE;2232;4,2739;37;455;3520
"3933";TRUE;1556;4,22661;39;455;8640
"3934";TRUE;4287;4,01923;7;455;4480
"3935";TRUE;1003;4,39799;33;455;8640
"3936";TRUE;1282;4,44228;25;455;6400
"3937";TRUE;166;4,3005;8;455;3200
"3939";TRUE;187;4,11973;8;455;2880
"3940";TRUE;228;3,93124;30;455;2560
"3941";TRUE;317;4,13047;35;455;8640
"3942";TRUE;1891;3,87286;8;455;1280
"3943";TRUE;15201;4,12991;7;455;8640
"3944";TRUE;2791;4,23405;19;455;1280
"3945";TRUE;362;3,83119;20;0;6400
"3946";TRUE;291;3,96893;12;455;3200
"3947";TRUE;1313;4,14855;34;455;1600
"3948";TRUE;214;4,07089;43;455;3200
"3949";TRUE;713;4,29654;84;455;4800
"3950";TRUE;1105;4,05071;62;455;8640
"3951";TRUE;814;4,16461;5;455;1280
"3952";TRUE;547;3,66547;0;455;6400
"3953";TRUE;189;3,40582;10;455;2560
"3954";TRUE;5816;3,95716;19;455;5120
"3955";TRUE;15118;3,85002;22;455;8640
"3956";TRUE;207;4,44395;18;455;8640
"3957";TRUE;3044;3,84023;24;455;8640
"3958";TRUE;1333;4,50898;6;455;1280
"3959";TRUE;1207;4,1383;27;455;8640
"3960";TRUE;12517;4,3019;41;455;6080
"3961";TRUE;1749;4,1594;25;455;6400
"3963";TRUE;150;4,31781;50;455;1920
"3964";TRUE;123;3,98656;35;455;8640
"3965";TRUE;245;3,64913;22;455;8640
"3966";TRUE;1077;4,23117;30;455;1280
"3967";TRUE;1722;4,08308;18;455;8640
"3968";TRUE;2844;3,62416;13;455;1280
"3969";TRUE;803;3,9898;31;468;8640
"3971";TRUE;15537;4,54675;35;455;1280
"3972";TRUE;1598;4,05478;42;455;4800
"3973";TRUE;132;4,46236;25;455;3200
"3974";TRUE;1498;3,68713;29;455;8640
"3975";TRUE;2444;3,98778;14;455;6720
"3976";TRUE;10846;3,72118;21;455;3200
"3977";TRUE;982;3,98479;5;455;3520
"3978";TRUE;169;4,22069;31;455;3200
"3979";TRUE;222;4,4542;112;455;8640
"3981";TRUE;193;4,27667;0;455;1280
"3982";TRUE;366;4,28942;105;455;1280
"3983";TRUE;1354;3,21654;33;455;1280
"3984";TRUE;1682;4,10132;25;455;2240
"3986";TRUE;2702;4,01074;18;455;1280
"3987";TRUE;1170;4,105;24;455;8640
"3988";TRUE;381;3,77297;17;455;1280
"3989";TRUE;2445;1,55305;36;455;8640
"3990";TRUE;269;4,35806;154;455;6720
"3993";TRUE;2108;4,79567;42;455;1280
"3994";TRUE;2265;4,45774;22;455;8640
"3995";TRUE;283;3,47984;8;455;3200
"3996";TRUE;2162;4,27385;21;455;1280
"3997";TRUE;4736;3,99003;14;455;8640
"3998";TRUE;2635;4,15145;31;455;8640
"3999";TRUE;4085;3,69852;5;455;1280
"4000";TRUE;159;4,0945;15;455;1280
"4001";TRUE;3519;4,56282;12;455;1280
"4002";TRUE;1374;4,69073;29;455;6080
"4003";TRUE;1286;3,89793;87;455;3200
"4004";TRUE;6802;4,11173;11;455;3200
"4005";TRUE;1846;4,12423;5;455;5760
"4008";TRUE;5384;4,3864;34;455;2560
"4009";TRUE;269;4,88302;41;0;4160
"4010";TRUE;1002;4,67703;6;455;1280
"4011";TRUE;91;3,75425;17;455;8640
"4012";TRUE;217;4,16509;30;455;8640
"4013";TRUE;307;3,79098;21;455;8000
"4014";TRUE;197;4,11379;11;455;4800
"4015";TRUE;156;3,97685;32;455;6400
"4017";TRUE;70;4,18353;7;455;1600
"4018";TRUE;295;4,34083;5;455;1280
"4019";TRUE;1378;4,76626;45;455;3200
"4020";TRUE;6680;3,89703;17;455;8640
"4021";TRUE;99;4,08063;27;455;1280
"4024";TRUE;256;3,61632;21;455;1280
"4025";TRUE;3686;4,12307;15;455;1280
"4026";TRUE;1211;4,55349;15;455;8640
"4027";TRUE;4370;3,25662;10;455;1280
"4028";TRUE;6488;3,61696;84;455;8640
"4029";TRUE;134;4,15061;5;455;1280
"4030";TRUE;248;3,86538;18;455;3200
"4031";TRUE;794;4,53956;36;455;6080
"4032";TRUE;9465;3,7191;23;455;6080
"4033";TRUE;3850;4,44507;26;455;2560
"4034";TRUE;13351;3,54602;24;455;6400
"4035";TRUE;8715;2,56675;14;455;3200
"4036";TRUE;1177;4,20105;66;455;6080
"4037";TRUE;8755;3,79659;37;455;6080
"4038";TRUE;1843;3,8586;15;455;1280
"4039";TRUE;19023;3,70632;20;455;8640
"4040";TRUE;208;3,78582;19;455;8000
"4041";TRUE;6204;4,25779;24;455;4800
"4042";TRUE;173;4,1102;9;455;3200
"4044";TRUE;2639;4,57523;34;0;1280
"4045";TRUE;274;4,41983;121;455;6400
"4046";TRUE;285;4,0322;21;455;8640
"4047";TRUE;1626;3,92985;22;455;8640
"4048";TRUE;1967;4,19107;19;455;1600
"4049";TRUE;82;4,27873;7;2080;8320
"4050";TRUE;251;4,43267;55;455;8640
"4051";TRUE;1877;4,57406;18;455;3200
"4052";TRUE;2156;3,90764;18;455;8640
"4053";TRUE;179;3,89423;83;455;8640
"4055";TRUE;9028;4,77768;35;455;6400
"4056";TRUE;188;4,82396;6;960;3840
"4057";TRUE;5585;3,51445;18;455;1280
"4058";TRUE;189;4,74461;32;455;4480
"4060";TRUE;168;4,66232;12;455;2560
"4061";TRUE;2029;4,24776;39;455;2560
"4063";TRUE;1708;4,26789;43;455;6080
"4064";TRUE;636;4,7633;10;455;1280
"4065";TRUE;3671;3,85204;27;455;8640
"4066";TRUE;922;3,92201;16;455;1280
"4067";TRUE;5735;3,94216;58;455;8640
"4068";TRUE;234;4,50001;22;455;1920
"4069";TRUE;2650;4,0528;42;455;6400
"4070";TRUE;896;3,85371;26;455;3200
"4071";TRUE;1241;3,73034;22;455;8640
"4072";TRUE;5286;3,41967;6;455;1280
"4073";TRUE;4314;4,3844;20;455;8640
"4075";TRUE;2469;4,8806;17;0;1280
"4076";TRUE;748;3,97786;97;455;2240
"4078";TRUE;142;3,95254;18;455;3200
"4080";TRUE;2160;4,81977;37;455;8640
"4081";TRUE;6914;4,10534;23;455;3200
"4083";TRUE;2412;4,17258;23;455;1600
"4084";TRUE;243;4,28386;16;0;5120
"4086";TRUE;299;3,90431;66;455;8640
"4087";TRUE;1214;3,81288;35;455;5120
"4088";TRUE;1454;4,14268;35;455;8640
"4089";TRUE;5019;4,1911;27;455;1280
"4090";TRUE;613;4,29712;25;455;3520
"4091";TRUE;4700;4,43388;24;455;8640
"4092";TRUE;519;4,02784;0;455;6400
"4093";TRUE;265;3,32123;12;455;6400
"4094";TRUE;198;4,03977;32;455;1600
"4095";TRUE;3319;4,45452;513;455;8640
"4096";TRUE;1027;3,52061;107;462;4160
"4098";TRUE;4863;4,31654;26;455;6400
"4099";TRUE;122;2,84513;10;455;2880
"4100";TRUE;153;4,30917;13;1520;6080
"4101";TRUE;8858;4,06886;12;455;1280
"4103";TRUE;142;3,88969;13;455;3520
"4104";TRUE;233;4,20049;69;455;1280
"4105";TRUE;3259;3,46312;14;455;1600
"4106";TRUE;224;3,67166;7;455;1280
"4107";TRUE;8337;3,33288;14;455;8640
"4108";TRUE;538;4,55704;8;455;2560
"4109";TRUE;374;4,06071;38;455;8640
"4110";TRUE;238;4,27373;8;455;4800
"4111";TRUE;184;4,53717;12;455;8640
"4112";TRUE;292;3,70286;14;455;1600
"4113";TRUE;220;4,52813;38;0;3200
"4114";TRUE;163;4,40848;13;468;4800
"4116";TRUE;498;4,20645;71;455;1280
"4118";TRUE;116;4,42764;21;455;2240
"4119";TRUE;324;3,49121;64;0;4800
"4120";TRUE;285;3,07306;0;455;1280
"4122";TRUE;7122;3,95051;19;455;8640
"4123";TRUE;424;3,8536;15;455;1280
"4124";TRUE;7739;2,41568;18;455;1280
"4125";TRUE;975;4,31248;5;455;8640
"4126";TRUE;285;4,07268;179;455;8640
"4127";TRUE;1715;4,34987;6;455;1280
"4128";TRUE;1051;4,57417;15;455;8640
"4130";TRUE;1614;4,13667;31;455;8640
"4131";TRUE;2203;3,1985;14;455;2560
"4132";TRUE;1500;3,85149;28;455;8640
"4134";TRUE;555;3,96263;34;2720;8640
"4135";TRUE;1936;3,78461;15;455;6400
"4136";TRUE;2125;4,15706;34;455;8640
"4138";TRUE;8281;4,12075;25;455;1280
"4139";TRUE;9666;4,31494;22;455;8640
"4140";TRUE;529;4,19092;26;455;4480
"4141";TRUE;247;3,14999;38;455;6400
"4142";TRUE;2017;4,53231;23;0;3200
"4143";TRUE;7429;4,10711;23;0;12800
"4144";TRUE;167;3,8517;10;455;4800
"4145";TRUE;407;4,65471;82;455;8640
"4146";TRUE;481;3,44122;5;455;8640
"4147";TRUE;224;4,26433;21;455;8640
"4148";TRUE;5626;4,41015;11;455;3840
"4150";TRUE;16086;4,41792;23;468;3200
"4151";TRUE;2075;4,41708;38;455;1600
"4152";TRUE;196;4,22841;31;480;1920
"4154";TRUE;1312;3,61261;15;455;4480
"4155";TRUE;132;3,92316;15;455;4800
"4156";TRUE;178;4,17375;29;455;8640
"4157";TRUE;281;4,17553;18;455;8640
"4158";TRUE;247;4,35131;210;3200;8640
"4159";TRUE;243;4,30965;29;455;8000
"4160";TRUE;1476;3,74129;18;455;1600
"4161";TRUE;4564;4,17374;10;455;6400
"4162";TRUE;1281;4,27785;16;455;3200
"4163";TRUE;1189;4,15237;15;455;1280
"4164";TRUE;3037;4,12982;18;455;8640
"4166";TRUE;2629;4,18378;8;455;5760
"4167";TRUE;745;4,29805;10;455;2240
"4168";TRUE;3206;3,35495;38;455;4800
"4169";TRUE;193;4,12138;22;455;3200
"4170";TRUE;254;3,64635;22;455;8640
"4171";TRUE;141;3,24634;19;455;8640
"4173";TRUE;1763;4,28173;23;455;1280
"4174";TRUE;7855;3,72348;8;455;8640
"4175";TRUE;239;4,08637;9;455;8640
"4176";TRUE;2286;3,26067;9;455;1280
"4177";TRUE;1047;4,6749;27;455;1920
"4180";TRUE;3253;3,65995;12;720;8640
"4182";TRUE;2327;4,60459;12;455;1600
"4183";TRUE;507;3,35622;14;455;2240
"4184";TRUE;1893;3,76124;45;455;1280
"4185";TRUE;369;4,61578;88;455;8640
"4187";TRUE;426;4,41282;6;455;1920
"4188";TRUE;5108;3,03711;26;455;8640
"4189";TRUE;108;4,0879;21;455;1280
"4190";TRUE;4395;4,02824;159;455;8640
"4191";TRUE;1558;4,15489;13;455;6080
"4192";TRUE;8227;3,88301;23;455;1280
"4193";TRUE;4679;4,55401;13;455;3200
"4194";TRUE;74;4,19633;6;455;1280
"4195";TRUE;2153;3,97423;34;455;8640
"4196";TRUE;95;4,4823;12;2240;8640
"4197";TRUE;4112;3,35986;34;455;8640
"4198";TRUE;2312;3,77223;31;455;8640
"4199";TRUE;146;4,393;52;455;6400
"4200";TRUE;107;3,82384;7;455;8640
"4201";TRUE;271;3,64096;123;455;8640
"4202";TRUE;2851;4,67945;25;455;1280
"4203";TRUE;980;4,15737;11;455;4800
"4204";TRUE;136;4,58247;24;455;2880
"4206";TRUE;104;3,34412;17;455;1280
"4207";TRUE;1147;2,84797;0;455;1600
"4208";TRUE;14341;4,48406;98;455;8640
"4209";TRUE;7054;4,32712;22;455;8640
"4210";TRUE;1495;3,35392;21;455;1920
"4211";TRUE;113;2,51939;6;455;3200
