"";"is_paid";"num_subscribers";"rating";"num_published_lectures";"discount_price__amount";"price_detail__amount"
"6097";TRUE;88;1,64343;8;455;6400
"6098";TRUE;6017;3,70335;10;455;1280
"6099";TRUE;86;3,7513;185;455;8640
"6100";TRUE;981;4,89161;7;455;1280
"6101";TRUE;731;3,00799;5;455;1280
"6102";TRUE;56;4,69406;50;455;8320
"6103";TRUE;3939;3,17281;17;455;6400
"6104";TRUE;197;3,76287;14;455;6400
"6105";TRUE;771;4,42691;21;455;8000
"6106";TRUE;70;4,35369;8;455;4480
"6107";TRUE;113;4,01657;45;455;1280
"6108";TRUE;208;3,63521;13;0;1600
"6110";TRUE;837;3,45357;30;455;5760
"6113";TRUE;592;4,19766;33;455;1280
"6114";TRUE;978;4,25116;16;455;1280
"6115";TRUE;1513;3,40608;20;455;6400
"6116";TRUE;177;4,4732;27;455;8640
"6117";TRUE;3919;3,05513;10;455;8640
"6118";TRUE;2699;4,27557;23;455;3200
"6119";TRUE;2186;4,61185;25;455;8640
"6120";TRUE;126;4,74769;45;455;8000
"6121";TRUE;40;4,00224;17;455;1600
"6122";TRUE;919;3,8932;233;455;3200
"6123";TRUE;3900;3,95246;9;455;4160
"6124";TRUE;4210;4,10631;20;455;1600
"6125";TRUE;702;3,8268;78;455;8640
"6126";TRUE;4216;4,23123;6;455;1280
"6128";TRUE;3247;4,2535;28;455;1280
"6129";TRUE;258;4,46519;27;455;1280
"6130";TRUE;4277;4,37539;33;455;8640
"6131";TRUE;1085;4,78398;11;455;1280
"6133";TRUE;928;4,18514;12;455;1280
"6134";TRUE;105;4,0926;22;455;2560
"6136";TRUE;1023;3,11205;7;455;7040
"6137";TRUE;5550;4,43562;47;455;8640
"6138";TRUE;2059;3,93658;7;455;1280
"6139";TRUE;247;3,42902;7;0;1280
"6140";TRUE;3604;2,27137;11;455;3200
"6141";TRUE;1569;4,33173;24;455;1280
"6142";TRUE;1852;4,13322;11;455;1280
"6143";TRUE;292;4,49535;36;455;3200
"6144";TRUE;77;3,9397;21;455;3200
"6145";TRUE;60;4,14202;8;455;1280
"6146";TRUE;77;3,58294;21;455;8640
"6147";TRUE;150;4,58549;19;455;8000
"6148";TRUE;123;4,06374;15;455;8640
"6151";TRUE;1701;3,86469;23;455;1280
"6153";TRUE;3428;3,43474;29;455;6400
"6154";TRUE;6487;3,71852;17;455;8640
"6155";TRUE;2524;4,29016;14;455;1280
"6156";TRUE;8585;4,1588;65;455;8640
"6157";TRUE;591;4,14191;15;455;1600
"6158";TRUE;68;4,45148;26;455;1600
"6159";TRUE;5811;3,25463;55;455;1600
"6160";TRUE;1330;4,18465;13;455;8640
"6161";TRUE;722;4,5511;122;0;8000
"6162";TRUE;159;3,78631;32;0;12800
"6164";TRUE;58;4,32127;11;455;1600
"6165";TRUE;2769;4,52157;9;455;3200
"6167";TRUE;52;4,53631;42;455;8000
"6168";TRUE;2902;4,07732;13;455;6080
"6170";TRUE;69;3,74002;11;455;1280
"6171";TRUE;576;3,2994;30;455;1280
"6172";TRUE;422;3,87578;24;455;1280
"6173";TRUE;909;4,40308;11;455;1280
"6174";TRUE;79;4,18331;63;455;8640
"6175";TRUE;33;4,04422;32;0;8320
"6176";TRUE;59;4,2063;17;455;8640
"6177";TRUE;2755;4,00565;23;455;8640
"6179";TRUE;1211;3,56437;15;455;1280
"6181";TRUE;1207;3,89986;8;455;1920
"6182";TRUE;1710;4,3213;28;455;8640
"6183";TRUE;1013;3,75807;26;455;8640
"6184";TRUE;2924;4,43082;22;455;6080
"6185";TRUE;145;4,45049;19;455;3200
"6186";TRUE;1138;4,1368;113;455;5120
"6187";TRUE;275;4,05408;12;455;1280
"6188";TRUE;617;4,03927;6;455;1280
"6189";TRUE;1377;4,79403;9;455;5760
"6190";TRUE;140;3,86219;8;455;1280
"6191";TRUE;96;4,38819;30;455;3520
"6192";TRUE;2110;4,21697;25;455;2880
"6194";TRUE;47;4,1295;26;455;8320
"6195";TRUE;373;4,6003;61;455;8640
"6196";TRUE;62;4,29494;15;455;1280
"6198";TRUE;100;4,332;22;455;8000
"6199";TRUE;5763;4,10753;12;455;1280
"6200";TRUE;75;4,473;12;455;8640
"6202";TRUE;115;3,81077;114;455;8640
"6204";TRUE;2436;4,50617;11;455;2560
"6205";TRUE;928;3,99207;12;455;6400
"6206";TRUE;1694;4,6471;54;455;8640
"6209";TRUE;1201;3,72599;29;455;1920
"6210";TRUE;5673;4,05901;11;455;8640
"6211";TRUE;3390;4,29325;22;455;1280
"6212";TRUE;1040;4,44567;24;455;1600
"6213";TRUE;1549;3,87788;33;488;9280
"6214";TRUE;65;4,56137;42;455;6400
"6215";TRUE;628;4,34132;64;800;3200
"6216";TRUE;352;3,91005;24;700;8640
"6218";TRUE;37;3,46521;13;455;1280
"6219";TRUE;135;3,76609;46;455;2560
"6220";TRUE;1048;3,52571;15;455;1280
"6222";TRUE;8453;3,87649;16;455;1280
"6223";TRUE;3177;3,63908;8;455;1280
"6224";TRUE;120;4,48014;58;455;6400
"6226";TRUE;41;4,32878;14;0;2240
"6228";TRUE;96;3,75491;9;455;1920
"6229";TRUE;1117;3,84459;17;455;8640
"6230";TRUE;2054;3,33539;42;455;6400
"6231";TRUE;3350;3,42741;13;455;7680
"6232";TRUE;367;4,05118;16;455;1280
"6234";TRUE;1764;3,89262;8;455;2880
"6236";TRUE;4192;4,11233;10;455;1920
"6237";TRUE;2556;3,87559;19;455;1280
"6238";TRUE;239;3,97474;45;455;8640
"6240";TRUE;83;4,45208;37;455;1600
"6241";TRUE;66;4,04099;27;455;1920
"6242";TRUE;1901;3,84861;30;455;6400
"6243";TRUE;1357;3,82586;8;455;6080
"6244";TRUE;1874;3,89575;10;455;1600
"6245";TRUE;3540;3,48499;19;455;3200
"6246";TRUE;56;4,15313;44;455;2880
"6248";TRUE;64;4,50407;87;455;6400
"6253";TRUE;1251;4,17988;47;455;1920
"6254";TRUE;2178;3,70524;22;455;6080
"6255";TRUE;1420;4,14201;58;455;7360
"6256";TRUE;2069;4,38359;24;455;8640
"6258";TRUE;7985;4,37942;8;455;1280
"6259";TRUE;2271;3,91562;21;455;8640
"6260";TRUE;221;4,59211;28;455;8640
"6261";TRUE;2608;4,50725;20;455;1280
"6262";TRUE;140;4,39391;107;455;2880
"6264";TRUE;5832;4,34311;21;455;1600
"6265";TRUE;220;4,03856;34;455;8640
"6266";TRUE;279;3,67297;10;700;8640
"6267";TRUE;98;4,29401;17;455;1280
"6268";TRUE;56;3,83687;14;455;5120
"6269";TRUE;1426;3,90116;37;2160;8640
"6270";TRUE;69;4,17539;36;455;2880
"6271";TRUE;1139;4,92147;13;455;8640
"6273";TRUE;63;4,67687;14;455;1280
"6274";TRUE;113;4,14724;29;455;2240
"6276";TRUE;1069;4,62444;43;0;6080
"6277";TRUE;299;3,76462;1;455;8640
"6278";TRUE;388;3,87423;35;455;8640
"6279";TRUE;536;3,96563;11;455;8640
"6281";TRUE;194;4,22672;24;455;3200
"6282";TRUE;421;3,74919;9;0;1280
"6283";TRUE;273;4,13713;17;455;1280
"6284";TRUE;4068;3,79369;134;481;1280
"6286";TRUE;555;4,01501;17;455;4800
"6287";TRUE;1966;4,34085;10;455;8640
"6288";TRUE;183;3,87773;29;455;1920
"6289";TRUE;937;4,21783;22;455;1280
"6290";TRUE;88;3,28301;0;455;3200
"6291";TRUE;69;3,80075;0;455;1920
"6292";TRUE;104;4,41755;18;455;8640
"6294";TRUE;123;3,7344;107;455;3200
"6295";TRUE;66;3,95535;10;0;1280
"6297";TRUE;43;5;67;0;12800
"6298";TRUE;30;3,9018;10;0;3840
"6299";TRUE;147;4,9118;0;2800;8640
"6300";TRUE;67;4,01883;13;455;8640
"6301";TRUE;31;5;18;455;6400
"6302";TRUE;82;4,5667;39;700;4160
"6303";TRUE;479;3,8522;34;455;1280
"6304";TRUE;118;4,17394;24;455;2240
"6305";TRUE;2728;4,10708;19;455;2240
"6306";TRUE;2458;3,35607;35;455;1280
"6307";TRUE;70;4,06382;17;455;1280
"6308";TRUE;72;4,12144;32;455;8640
"6309";TRUE;592;4,53431;19;455;1280
"6310";TRUE;3051;4,77601;18;455;3200
"6311";TRUE;1394;3,60745;14;455;1280
"6312";TRUE;2872;3,84025;29;455;6400
"6313";TRUE;13842;4,48722;15;455;8640
"6314";TRUE;2519;3,40135;49;455;1280
"6315";TRUE;72;3,69757;45;455;1280
"6316";TRUE;53;4,46995;19;455;1920
"6317";TRUE;861;4,5704;15;0;3200
"6318";TRUE;64;4,07569;9;455;2240
"6319";TRUE;1146;4,57635;25;455;1280
"6320";TRUE;106;3,98931;48;455;3200
"6321";TRUE;5944;3,74497;16;455;6080
"6323";TRUE;156;3,78188;14;455;1600
"6324";TRUE;150;3,48406;24;455;3200
"6326";TRUE;4041;4,19303;22;455;1280
"6327";TRUE;619;4,10221;11;455;1280
"6328";TRUE;93;4,78638;36;455;3200
"6329";TRUE;64;4,89543;41;0;12800
"6330";TRUE;1052;4,57066;10;455;1280
"6331";TRUE;74;4,28484;12;455;1600
"6333";TRUE;163;3,99956;25;455;8640
"6334";TRUE;1487;3,89495;17;455;1280
"6335";TRUE;3031;3,7855;17;455;6080
"6336";TRUE;999;3,83766;17;455;1280
"6337";TRUE;62;2,63988;10;455;8640
"6338";TRUE;142;4,69401;27;455;1280
"6340";TRUE;66;3,19447;48;455;1600
"6341";TRUE;1871;3,52759;38;455;8640
"6342";TRUE;92;4,00294;177;455;8640
"6344";TRUE;1594;4,03808;21;455;8320
"6345";TRUE;969;4,12866;22;455;1280
"6350";TRUE;6777;4,14923;10;455;8640
"6353";TRUE;7443;4,14911;48;455;8640
"6354";TRUE;152;4,44176;30;455;4160
"6355";TRUE;100;4,30646;14;455;2560
"6356";TRUE;38;3,4647;44;455;1280
"6357";TRUE;36;4,11524;28;455;1920
"6358";TRUE;1044;4,65127;15;455;8640
"6361";TRUE;23;4,04204;0;455;1920
"6362";TRUE;1895;2,96288;29;455;1280
"6364";TRUE;51;4,58972;38;455;1280
"6365";TRUE;587;4,01107;17;455;2240
"6366";TRUE;61;3,97029;5;455;3200
"6367";TRUE;151;3,98043;17;455;6400
"6369";TRUE;93;4,65239;31;455;1600
"6370";TRUE;44;3,98911;7;455;2240
"6371";TRUE;3453;3,40714;7;455;8640
"6372";TRUE;140;4,50688;51;455;6080
"6374";TRUE;1122;3,59435;33;455;1920
"6375";TRUE;75;4,15291;44;455;1920
"6377";TRUE;501;4,39522;26;455;6080
"6380";TRUE;82;3,75835;16;455;1280
"6382";TRUE;14847;3,84735;13;455;8640
"6383";TRUE;1184;3,90588;27;455;6080
"6384";TRUE;78;4,04786;19;455;6400
"6385";TRUE;59;3,89024;27;455;3200
"6387";TRUE;133;3,71046;0;455;1600
"6388";TRUE;52;3,77254;13;455;2880
"6389";TRUE;4947;4,51804;27;455;8640
"6390";TRUE;1282;3,94731;13;455;5440
"6391";TRUE;1746;4,48288;8;455;8640
"6392";TRUE;4330;3,03757;8;455;5760
"6393";TRUE;731;3,59817;77;455;2560
"6394";TRUE;1617;4,00037;32;1200;4800
"6395";TRUE;5236;4,45284;17;455;1600
"6398";TRUE;672;3,8675;50;455;1600
"6399";TRUE;5019;4,44001;18;455;8640
"6400";TRUE;579;4,08751;46;455;2560
"6401";TRUE;1453;3,97901;49;455;1280
"6403";TRUE;5463;4,13581;93;455;1280
"6404";TRUE;57;3,61004;21;455;8640
"6405";TRUE;160;2,44747;64;455;8640
"6407";TRUE;1342;4,61131;15;455;3200
"6408";TRUE;1267;3,47102;41;455;8000
"6409";TRUE;54;3,86476;6;455;2240
"6412";TRUE;569;3,5278;11;455;1280
"6414";TRUE;1776;4,62096;40;455;8640
"6416";TRUE;790;4,05204;17;455;1600
"6417";TRUE;96;3,55769;14;455;4160
"6418";TRUE;3034;4,21845;24;455;7680
"6419";TRUE;1106;4,51334;7;455;2560
"6420";TRUE;1575;4,2857;24;455;1280
"6421";TRUE;891;4,65048;16;455;2560
"6422";TRUE;1030;3,90127;11;455;1280
"6423";TRUE;1126;4,08687;6;455;1280
"6424";TRUE;102;3,75704;16;455;1280
"6425";TRUE;99;4,18449;12;455;8640
"6427";TRUE;56;3,6045;6;455;3200
"6428";TRUE;5216;3,44241;20;455;1280
"6430";TRUE;1436;3,94176;15;455;5120
"6431";TRUE;64;4,29989;11;455;4800
"6432";TRUE;42;3,82937;74;455;3200
"6433";TRUE;74;3,46414;21;455;1280
"6434";TRUE;296;3,85017;10;455;1280
"6435";TRUE;2187;3,58682;35;455;6400
"6437";TRUE;762;3,95215;18;455;1280
"6438";TRUE;967;4,31136;29;455;7680
"6439";TRUE;613;3,83585;37;455;1600
"6440";TRUE;2068;3,73397;46;0;6400
"6441";TRUE;144;4,12603;294;455;8640
"6442";TRUE;763;4,22878;12;455;1280
"6443";TRUE;1801;3,99497;16;455;6400
"6444";TRUE;290;3,79259;17;455;1920
"6445";TRUE;5218;4,84513;22;455;8640
"6446";TRUE;46;4,07361;9;455;3200
"6448";TRUE;133;4,0841;15;0;1920
"6449";TRUE;1000;3,92498;11;455;3200
"6450";TRUE;172;4,56319;6;455;6400
"6452";TRUE;49;3,93973;12;455;2240
"6453";TRUE;44;4,28111;64;455;8640
"6454";TRUE;52;4,346;16;455;1280
"6455";TRUE;67;3,45735;5;0;3200
"6456";TRUE;50;4,38929;25;455;1920
"6457";TRUE;50;4,10656;10;0;1920
"6459";TRUE;66;4,3826;9;455;3200
"6460";TRUE;89;4,33581;42;455;8640
"6461";TRUE;2759;4,06578;25;455;8640
"6462";TRUE;242;3,49004;31;455;1600
"6463";TRUE;3917;4,235;24;455;6080
"6464";TRUE;2023;3,93662;9;455;1280
"6465";TRUE;3745;3,92185;21;455;8640
"6466";TRUE;925;3,43566;14;455;1280
"6467";TRUE;90;4,06015;56;455;8640
"6468";TRUE;81;3,85841;11;455;4800
"6469";TRUE;369;4,33274;13;455;8640
"6470";TRUE;74;4,61828;48;455;8640
"6471";TRUE;91;4,57934;20;455;1600
"6472";TRUE;9922;3,47732;25;455;1280
"6473";TRUE;155;4,07876;55;455;8640
"6474";TRUE;41;4,12937;8;455;8640
"6475";TRUE;148;4,15685;37;455;1920
"6476";TRUE;85;3,10945;51;1520;6080
"6477";TRUE;131;4,36217;33;700;1920
"6478";TRUE;146;4,1809;0;455;1280
"6479";TRUE;49;4,93335;28;455;8640
"6480";TRUE;37;3,87987;26;455;4480
"6481";TRUE;113;4,23028;53;455;8640
"6482";TRUE;276;4,24695;8;455;8640
"6483";TRUE;7296;4,53387;17;455;8640
"6484";TRUE;42;4,3357;89;0;12800
"6485";TRUE;30;4,6628;10;455;5760
"6486";TRUE;29;4,2141;27;455;3200
"6487";TRUE;129;4,34967;55;455;2880
"6488";TRUE;1048;4,54792;10;455;1600
"6489";TRUE;2174;4,74642;18;455;1280
"6490";TRUE;68;3,5925;18;455;1600
"6491";TRUE;96;4,2018;48;455;3200
"6492";TRUE;1083;3,80888;15;0;12800
"6493";TRUE;2372;3,72961;9;455;1920
"6494";TRUE;122;3,46998;0;455;1920
"6496";TRUE;71;3,87578;6;455;1280
"6497";TRUE;6072;4,40069;30;455;8640
"6498";TRUE;509;4,15735;22;455;6400
"6499";TRUE;40;4,03984;59;455;3200
"6500";TRUE;1218;4,37319;31;455;6080
"6501";TRUE;226;3,18415;20;455;4800
"6502";TRUE;485;4,48075;9;455;3840
"6505";TRUE;5683;3,31787;12;455;5760
"6506";TRUE;1029;4,03414;32;455;3200
"6507";TRUE;422;3,83399;11;455;1280
"6508";TRUE;83;4,64772;22;455;4480
"6509";TRUE;35;4,36436;9;455;8640
"6510";TRUE;403;3,64926;19;455;3520
"6512";TRUE;75;4,66723;13;1120;4480
"6515";TRUE;70;4,43382;11;455;8640
"6516";TRUE;2329;4,77309;14;455;3200
"6517";TRUE;50;4,25115;9;455;3200
"6518";TRUE;74;4,58945;28;455;6400
"6520";TRUE;4311;3,85993;16;455;6400
"6521";TRUE;2388;4,08646;55;455;1600
"6522";TRUE;309;4,39133;79;455;8640
"6524";TRUE;614;3,96077;16;455;1280
"6526";TRUE;1231;3,86915;25;455;6400
"6528";TRUE;75;3,63584;10;455;2560
"6529";TRUE;2578;4,27255;27;455;8640
"6530";TRUE;106;4,22091;15;455;8640
"6531";TRUE;152;4,63332;10;455;8640
"6532";TRUE;422;4,04895;26;455;3200
"6533";TRUE;96;4,08596;0;455;1280
"6534";TRUE;115;3,89235;7;455;8640
"6535";TRUE;3772;3,49599;37;455;1920
"6536";TRUE;131;4,39725;11;455;1600
"6537";TRUE;542;3,9156;13;455;1280
"6538";TRUE;97;4,49054;9;455;3840
"6539";TRUE;35;4,1618;10;455;4800
"6540";TRUE;30;4,56523;40;455;1600
"6541";TRUE;223;4,68529;14;455;1280
"6542";TRUE;62;4,25847;17;455;2560
"6544";TRUE;725;4,40129;16;455;1280
"6545";TRUE;103;4,19107;45;455;7040
"6546";TRUE;1315;3,73548;6;455;3520
"6547";TRUE;90;3,55844;33;455;8640
"6549";TRUE;7667;4,61353;16;455;3200
"6550";TRUE;132;4,46817;49;455;1600
"6551";TRUE;47;4,40941;5;455;2240
"6552";TRUE;1506;3,45198;20;455;1280
"6553";TRUE;1031;4,21349;21;455;1280
"6555";TRUE;59;4,41195;6;455;1280
"6556";TRUE;23;3,80404;0;455;1280
"6557";TRUE;20;4,94068;10;1360;5440
"6558";TRUE;29;3,77427;23;700;2560
"6559";TRUE;1132;4,12806;42;455;1920
"6560";TRUE;1899;4,30199;10;455;1280
"6561";TRUE;1536;3,67328;123;455;1280
"6562";TRUE;116;4,57235;18;455;1280
"6563";TRUE;2334;3,61257;9;455;1280
"6564";TRUE;48;4,17941;8;455;3200
"6565";TRUE;72;3,87975;38;1920;7680
"6566";TRUE;80;4,54764;15;0;1920
"6567";TRUE;33;4,47771;10;2960;8640
"6568";TRUE;66;4,22134;10;455;4800
"6569";TRUE;51;4,41046;187;455;1600
"6570";TRUE;1284;4,31909;26;455;1920
"6571";TRUE;95;3,89312;30;455;8000
"6573";TRUE;5398;3,50348;17;455;1280
"6574";TRUE;2984;3,70362;85;455;2880
"6575";TRUE;2365;4,03554;43;455;1280
"6576";TRUE;1335;4,07332;7;455;1280
"6577";TRUE;54;3,84445;8;455;1280
"6578";TRUE;2102;4,5275;15;455;4800
"6580";TRUE;36;3,25782;6;455;1920
"6581";TRUE;55;4,19923;12;455;2880
"6585";TRUE;5470;4,25333;42;455;6400
"6586";TRUE;345;4,00512;0;455;1280
"6587";TRUE;64;3,98663;26;455;8640
"6588";TRUE;2111;4,02741;26;455;8640
"6590";TRUE;793;4,02554;41;0;2240
"6591";TRUE;139;3,74257;17;455;1280
"6593";TRUE;74;4,1065;12;455;2880
"6594";TRUE;4668;4,27804;16;455;2240
"6595";TRUE;161;3,7367;24;455;5440
"6596";TRUE;170;3,98242;23;455;1280
"6597";TRUE;1088;3,79607;21;455;6080
"6598";TRUE;67;4,2286;7;455;6080
"6599";TRUE;108;4,68728;15;455;1280
"6600";TRUE;70;4,04808;22;455;8640
"6601";TRUE;697;4,01153;78;455;8640
"6602";TRUE;1114;3,43659;22;455;8640
"6603";TRUE;1119;3,94147;12;455;1280
"6604";TRUE;44;4,40368;16;455;1280
"6605";TRUE;29;3,90045;9;455;1280
"6606";TRUE;63;4,43799;55;455;8640
"6608";TRUE;90;4,05689;10;455;2560
"6609";TRUE;87;4,31388;22;455;8640
"6610";TRUE;132;4,04673;9;455;1920
"6611";TRUE;621;4,74109;20;455;3200
"6612";TRUE;43;4,3568;19;455;1920
"6613";TRUE;820;3,99057;18;455;8000
"6614";TRUE;252;4,52021;46;455;8640
"6615";TRUE;241;4,31639;36;455;8640
"6616";TRUE;4749;2,7973;34;455;3200
"6617";TRUE;2438;4,49918;31;455;1600
"6618";TRUE;155;4,61424;12;455;6400
"6619";TRUE;112;4,00912;44;455;3200
"6622";TRUE;865;3,66108;34;455;8000
"6624";TRUE;727;4,02184;14;455;3200
"6625";TRUE;1753;4,68319;12;455;1280
"6626";TRUE;51;3,88542;8;455;3200
"6627";TRUE;49;3,69035;7;455;1280
"6628";TRUE;1920;4,6123;19;455;1920
"6629";TRUE;1307;3,71522;10;455;3840
"6630";TRUE;4374;4,20588;8;455;1280
"6631";TRUE;75;3,79992;16;507;1920
"6632";TRUE;1782;4,09522;27;455;8640
"6633";TRUE;556;3,4107;17;455;6720
"6634";TRUE;2752;4,08939;18;455;1280
"6635";TRUE;42;3,53207;11;0;7680
"6636";TRUE;39;3,66946;7;455;1280
"6637";TRUE;1943;4,09314;10;455;6400
"6638";TRUE;205;4,06262;45;0;12800
"6639";TRUE;2467;3,73492;45;455;1280
"6640";TRUE;3395;4,03712;34;455;6080
"6641";TRUE;829;3,27833;15;455;1280
"6642";TRUE;1308;3,90689;26;455;1920
"6643";TRUE;1555;4,06577;114;455;8640
"6644";TRUE;1079;4,26812;19;455;1280
"6645";TRUE;56;4,1373;5;455;4800
"6646";TRUE;64;4,5892;18;800;3200
"6649";TRUE;114;3,75075;19;455;5120
"6651";TRUE;348;4,57317;19;455;6080
"6652";TRUE;78;4,84935;36;455;2240
"6653";TRUE;18;4,18984;9;455;1920
"6654";TRUE;139;4,88961;58;455;2880
"6656";TRUE;1608;3,82992;11;455;3200
"6657";TRUE;892;4,66821;23;455;2560
"6658";TRUE;2928;3,67029;20;455;8640
"6659";TRUE;824;4,69529;17;455;1600
"6660";TRUE;814;3,3225;14;455;1280
"6661";TRUE;90;4,61233;26;455;5760
"6662";TRUE;155;4,24553;30;455;8640
"6664";TRUE;59;4,0572;7;455;1280
"6666";TRUE;60;3,91453;7;455;8640
"6667";TRUE;57;4,03218;5;700;3200
"6668";TRUE;467;3,95801;47;455;8640
"6669";TRUE;260;4,09392;9;455;1280
"6672";TRUE;47;3,3796;16;455;1920
"6674";TRUE;2387;4,2793;13;455;1920
"6675";TRUE;34;3,1176;9;455;1920
"6676";TRUE;1338;4,21654;55;455;1600
"6677";TRUE;1053;4,85645;10;455;1280
"6678";TRUE;25;4,95169;73;455;6400
"6681";TRUE;62;4,19227;22;455;1280
"6682";TRUE;80;4,23117;20;455;1280
"6683";TRUE;1533;3,79779;15;455;1600
"6684";TRUE;572;3,91815;15;455;1920
"6686";TRUE;60;4,27069;8;455;1920
"6687";TRUE;72;4,24152;11;455;3200
"6688";TRUE;1439;4,10028;35;455;1280
"6689";TRUE;128;4,22284;22;455;1280
"6690";TRUE;8715;3,88109;211;455;8640
"6691";TRUE;2047;3,86408;23;455;8640
"6692";TRUE;1168;3,05524;22;455;1600
"6693";TRUE;543;4,04161;23;455;8640
"6694";TRUE;46;4,26496;106;0;1280
"6695";TRUE;553;3,92501;28;455;1280
"6696";TRUE;902;3,47905;35;455;1280
"6697";TRUE;8549;3,22581;19;455;8640
"6698";TRUE;28;3,85708;13;455;1280
"6699";TRUE;32;4,0528;12;455;1280
"6700";TRUE;74;4,67358;28;455;8640
"6701";TRUE;43;4,24388;52;455;2880
"6702";TRUE;4435;3,51524;21;468;1280
"6703";TRUE;116;3,73292;32;455;1280
"6704";TRUE;106;4,80524;52;455;8640
"6707";TRUE;1244;3,9038;34;455;1280
"6708";TRUE;220;4,39925;27;455;8640
"6709";TRUE;93;3,9998;9;0;3200
"6711";TRUE;132;3,94032;25;455;1280
"6712";TRUE;3077;3,83796;7;455;1280
"6713";TRUE;1911;4,26309;20;455;1600
"6714";TRUE;80;3,86779;25;455;1280
"6715";TRUE;46;4,12569;38;455;2560
"6716";TRUE;1097;4,59241;10;455;4800
"6718";TRUE;4392;4,12301;25;455;6400
"6719";TRUE;2821;4,76851;10;0;3200
"6720";TRUE;70;4,28254;21;800;3200
"6721";TRUE;44;3,39405;41;455;3200
"6722";TRUE;1199;4,40223;20;455;8640
"6723";TRUE;26;3,49611;20;455;1280
"6724";TRUE;1236;4,28792;9;455;1600
"6726";TRUE;107;3,6947;50;455;1280
"6727";TRUE;77;4,18413;7;455;8640
"6728";TRUE;4332;2,36562;54;455;8640
"6729";TRUE;1898;3,47469;5;455;1280
"6730";TRUE;885;3,85102;25;455;6400
"6731";TRUE;6127;3,85366;10;455;1280
"6733";TRUE;62;3,63225;10;455;4800
"6734";TRUE;51;3,83758;10;455;3200
"6735";TRUE;1040;3,44862;19;455;3200
"6737";TRUE;3141;3,09765;42;455;3200
"6738";TRUE;586;4,48824;23;455;1600
"6739";TRUE;910;3,82279;31;455;5760
"6740";TRUE;756;2,79821;28;455;8640
"6741";TRUE;96;4,05963;45;455;8640
"6742";TRUE;50;4,40145;68;455;8640
"6743";TRUE;561;4,10488;11;455;8640
"6744";TRUE;1987;4,1816;16;455;1600
"6745";TRUE;157;3,62366;67;455;2880
"6746";TRUE;66;4,1557;14;455;1280
"6750";TRUE;95;4,19664;54;455;8640
"6752";TRUE;65;4,02295;18;455;1920
"6753";TRUE;85;4,39778;25;0;12800
"6754";TRUE;151;3,70807;0;455;2560
"6755";TRUE;3710;2,92729;24;455;8640
"6756";TRUE;52;4,37171;13;0;9280
"6757";TRUE;48;4,35465;30;455;1280
"6758";TRUE;3780;3,68273;27;455;1280
"6759";TRUE;29;4,30323;12;0;3200
"6760";TRUE;2353;4,07053;23;455;1280
"6761";TRUE;602;3,96926;20;455;1280
"6762";TRUE;1779;4,42445;29;455;1280
"6764";TRUE;1189;4,16573;25;455;3200
"6765";TRUE;126;3,70988;15;455;3200
"6766";TRUE;38;3,51448;17;455;1280
"6767";TRUE;1603;3,76176;61;455;1280
"6768";TRUE;83;3,29798;23;455;1280
"6770";TRUE;1038;4,26708;15;455;8640
"6771";TRUE;276;2,13571;6;455;1280
"6772";TRUE;59;4,50157;15;455;6400
"6773";TRUE;82;3,89716;124;468;8640
"6774";TRUE;78;4,4746;155;455;2560
"6775";TRUE;104;3,92653;20;455;3520
"6776";TRUE;2634;4,15918;15;455;8640
"6777";TRUE;1987;3,51401;14;455;1280
"6778";TRUE;2496;3,95459;18;455;8640
"6779";TRUE;1117;4,05595;7;455;6400
"6780";TRUE;1337;4,69792;36;455;8640
"6781";TRUE;1686;3,75292;40;455;1280
"6782";TRUE;44;3,76103;44;455;8640
"6783";TRUE;96;4,12593;0;455;1600
"6784";TRUE;629;4,25698;42;455;3200
"6785";TRUE;2091;2,5325;8;455;1280
"6786";TRUE;49;4,38475;14;455;1280
"6787";TRUE;65;4,39174;10;455;1920
"6789";TRUE;76;3,52936;51;455;8640
"6791";TRUE;49;3,95432;10;455;2240
"6792";TRUE;109;4,51312;33;0;3200
"6793";TRUE;76;3,55012;9;455;1280
"6794";TRUE;1062;4,05164;14;455;1280
"6795";TRUE;204;3,57755;22;455;3840
"6796";TRUE;1741;3,86572;34;455;6400
"6797";TRUE;1152;3,63278;119;455;1280
"6799";TRUE;1599;4,02181;16;455;1280
"6802";TRUE;50;4,86665;6;960;3840
"6803";TRUE;35;4,27659;10;455;1280
"6804";TRUE;1568;4,19827;9;455;1280
"6805";TRUE;90;3,99567;11;455;3200
"6806";TRUE;3358;4,14042;30;455;2560
"6808";TRUE;96;4,8891;24;455;4160
"6809";TRUE;216;4,16931;52;455;6080
"6810";TRUE;958;4,20948;26;455;8640
"6812";TRUE;1224;3,95597;31;455;1280
"6813";TRUE;1738;3,83432;7;455;8640
"6814";TRUE;49;4,36885;13;455;4800
"6815";TRUE;7034;3,82027;31;455;1280
"6816";TRUE;57;3,40864;6;455;7680
"6817";TRUE;1443;3,53047;16;455;8640
"6818";TRUE;1004;3,97626;16;455;8640
"6819";TRUE;420;4,91233;19;455;5760
"6820";TRUE;44;4,41202;10;455;4800
"6821";TRUE;116;4,32239;104;455;8640
"6822";TRUE;2978;5;11;455;1280
"6825";TRUE;1059;4,16477;12;455;6400
"6826";TRUE;63;3,85985;9;455;1600
